neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date,PUBLICADO_POR
Vinateros,40.40612,-3.64799,Habitación privada,2.0,1.0,23.0,07-09-2019,97.0,España,Madrid,17-12-2020,Airbnb
Centro,36.72316,-4.42932,Casa o Departamento,1.0,1.0,20.0,16-12-2020,100.0,España,Malaga,31-01-2021,Kayak
San diego,40.3912,-3.66708,Habitación privada,1.0,2.0,65.0,17-11-2019,98.0,España,Madrid,17-10-2020,Flipkey
Hostafrancs,41.37207185929037,2.144402710286333,Casa o Departamento,1.0,2.0,63.0,28-10-2018,88.0,España,Barcelona,10-12-2018,Kayak
Centro,36.72328,-4.41902,Habitación compartida,2.0,1.0,15.0,20-01-2019,91.0,España,Malaga,31-03-2019,Airbnb
Universidad,40.42227452952859,-3.706438409492015,Casa o Departamento,1.0,1.0,77.0,09-10-2017,89.0,España,Madrid,11-09-2018,Homeaway
Palacio,40.42104,-3.70844,Casa o Departamento,1.0,1.0,60.0,24-10-2019,91.0,España,Madrid,09-11-2019,Flipkey
Sol,40.41756,-3.70581,Casa o Departamento,1.0,2.0,80.0,28-09-2019,92.0,España,Madrid,16-10-2019,Flipkey
El fort pienc,41.39695,2.17778,Casa o Departamento,2.0,3.0,155.0,01-03-2020,97.0,España,Barcelona,12-09-2020,Airbnb
El besòs i el maresme,41.413132202324746,2.2130050939113133,Habitación privada,1.0,1.0,29.0,01-07-2017,96.0,España,Barcelona,06-07-2017,Tripadvisor
Cortes,40.41381,-3.69791,Habitación privada,2.0,1.0,35.0,03-03-2019,91.0,España,Madrid,08-03-2019,Expedia
L'antiga esquerra de l'eixample,41.39133082939137,2.15617426105086,Habitación privada,1.0,1.0,46.0,31-01-2017,97.0,España,Barcelona,09-02-2017,Booking
Santanyí,39.34326,3.18343,Casa o Departamento,1.0,2.0,75.0,12-08-2018,40.0,España,Mallorca,25-03-2019,Homeaway
Palma de mallorca,39.5728,2.84035,Casa o Departamento,3.0,5.0,164.0,05-11-2019,86.0,España,Mallorca,31-12-2019,Kayak
L'antiga esquerra de l'eixample,41.38233,2.15868,Habitación privada,2.0,1.0,40.0,29-12-2018,85.0,España,Barcelona,08-03-2019,Expedia
La dreta de l'eixample,41.39478140439657,2.1619515504323363,Habitación privada,1.0,1.0,50.0,,nan,España,Barcelona,14-05-2018,Expedia
"Sant pere, santa caterina i la ribera",41.388722113598526,2.179839907303811,Casa o Departamento,1.0,2.0,39.0,07-02-2017,77.0,España,Barcelona,06-03-2017,Agoda
Palma de mallorca,39.56596,2.64488,Casa o Departamento,3.0,4.0,nan,,nan,España,Mallorca,11-02-2021,Kayak
Acacias,40.40089546916298,-3.713467495651896,Casa o Departamento,1.0,3.0,90.0,29-01-2019,98.0,España,Madrid,06-02-2019,Booking
Nou moles,39.47338,-0.39485,Casa o Departamento,2.0,3.0,200.0,,nan,España,Valencia,28-02-2019,Expedia
Vilapicina i la torre llobeta,41.429491493821246,2.1679519456621525,Habitación privada,1.0,1.0,50.0,31-07-2018,98.0,España,Barcelona,14-08-2018,Booking
La bisbal d'emporda,41.95514005729398,3.037668618987651,Casa o Departamento,5.0,6.0,489.0,20-08-2017,100.0,España,Girona,21-04-2018,Tripadvisor
Calonge,41.84667722582002,3.1039899118422167,Casa o Departamento,1.0,2.0,94.0,,nan,España,Girona,28-09-2018,Flipkey
Ciutadella de menorca,39.96859,3.83235,Casa o Departamento,1.0,2.0,100.0,03-07-2019,100.0,España,Menorca,30-07-2019,Homeaway
Manacor,39.5979,3.25911,Casa o Departamento,1.0,5.0,332.0,,nan,España,Mallorca,31-12-2019,Flipkey
Roses,42.2697,3.14053,Casa o Departamento,1.0,2.0,89.0,,nan,España,Girona,30-04-2020,Booking
Alcúdia,39.81641,3.11546,Casa o Departamento,1.0,2.0,85.0,,nan,España,Mallorca,22-03-2020,Kayak
La sagrada família,41.40463,2.17287,Casa o Departamento,1.0,1.0,55.0,01-08-2018,83.0,España,Barcelona,12-09-2020,Airbnb
El mercat,39.47396,-0.37792,Habitación privada,1.0,1.0,25.0,,nan,España,Valencia,30-06-2020,Homeaway
El poblenou,41.40174683441252,2.2072758025022168,Habitación privada,1.0,1.0,40.0,,nan,España,Barcelona,14-01-2019,Tripadvisor
Cabanyal-canyamelar,39.47398,-0.32727,Casa o Departamento,1.0,3.0,60.0,03-01-2019,100.0,España,Valencia,31-05-2020,Tripadvisor
Calonge,41.841597552157296,3.067275533758901,Casa o Departamento,2.0,4.0,246.0,,nan,España,Girona,31-07-2018,Booking
Tossa de mar,41.73213,2.95446,Casa o Departamento,2.0,3.0,108.0,14-08-2020,93.0,España,Girona,28-10-2020,Flipkey
Peñagrande,40.47412,-3.72746,Habitación privada,3.0,2.0,32.0,,nan,España,Madrid,13-09-2020,Kayak
Llagostera,41.77363,2.91131,Casa o Departamento,1.0,3.0,120.0,22-04-2019,100.0,España,Girona,29-05-2019,Expedia
Pollença,39.88746,3.01134,Casa o Departamento,2.0,4.0,100.0,,nan,España,Mallorca,17-02-2019,Kayak
Girona,41.97939,2.82162,Habitación privada,1.0,1.0,25.0,14-08-2019,93.0,España,Girona,30-09-2019,Homeaway
Selva,39.75227,2.89671,Casa o Departamento,2.0,4.0,199.0,26-07-2020,80.0,España,Mallorca,11-02-2021,Expedia
Llucmajor,39.49208,2.88965,Casa o Departamento,2.0,2.0,140.0,04-05-2018,100.0,España,Mallorca,27-06-2019,Flipkey
Pals,41.97053,3.1434,Casa o Departamento,3.0,4.0,236.0,17-08-2019,100.0,España,Girona,30-04-2020,Booking
Girona,41.98467,2.82497,Casa o Departamento,1.0,2.0,80.0,20-02-2020,98.0,España,Girona,29-06-2020,Tripadvisor
Aiora,39.46369,-0.33877,Casa o Departamento,1.0,1.0,40.0,13-03-2020,92.0,España,Valencia,31-05-2020,Airbnb
La nova esquerra de l'eixample,41.37991,2.14611,Habitación privada,1.0,1.0,30.0,01-03-2019,96.0,España,Barcelona,08-03-2019,Flipkey
Valdeacederas,40.46569,-3.69617,Habitación privada,1.0,1.0,30.0,17-07-2020,96.0,España,Madrid,17-07-2020,Agoda
Alaior,39.90159,4.07508,Casa o Departamento,1.0,3.0,109.0,16-08-2019,95.0,España,Menorca,26-03-2020,Booking
Ciutadella de menorca,39.97969,3.83924,Habitación privada,1.0,1.0,400.0,,nan,España,Menorca,30-06-2020,Flipkey
Cortes,40.413944213193496,-3.6988600724982974,Casa o Departamento,1.0,1.0,69.0,04-11-2018,98.0,España,Madrid,14-01-2019,Airbnb
El congrés i els indians,41.421854615476974,2.1817605527450867,Habitación privada,1.0,1.0,27.0,03-03-2018,100.0,España,Barcelona,07-11-2018,Homeaway
Sant antoni,41.37553,2.15664,Habitación privada,1.0,4.0,109.0,26-01-2020,90.0,España,Barcelona,16-02-2020,Homeaway
Castell-platja d'aro,41.79620049925975,3.0522432138529267,Casa o Departamento,2.0,3.0,nan,,nan,España,Girona,22-12-2018,Booking
L'antiga esquerra de l'eixample,41.3858,2.15642,Habitación privada,1.0,1.0,33.0,03-05-2019,91.0,España,Barcelona,14-05-2019,Flipkey
Universidad,40.42276,-3.70365,Habitación compartida,4.0,1.0,13.0,03-01-2020,100.0,España,Madrid,13-06-2020,Homeaway
Pals,41.98210420661879,3.200845691405008,Casa o Departamento,2.0,2.0,70.0,,nan,España,Girona,20-10-2018,Kayak
Provençals del poblenou,41.40826,2.20203,Habitación privada,1.0,1.0,40.0,15-10-2019,89.0,España,Barcelona,16-04-2020,Flipkey
Universidad,40.42382143492691,-3.704955928975363,Casa o Departamento,1.0,0.0,32.0,,nan,España,Madrid,14-08-2018,Flipkey
Justicia,40.42365,-3.69653,Habitación privada,3.0,1.0,66.0,08-09-2016,90.0,España,Madrid,13-09-2020,Tripadvisor
Pilar,40.47962,-3.71424,Habitación privada,2.0,1.0,11.0,,nan,España,Madrid,14-05-2020,Agoda
La sagrada família,41.4035262558024,2.1719219228121163,Casa o Departamento,2.0,3.0,150.0,,nan,España,Barcelona,10-10-2018,Booking
Sant joan,39.60532,3.03289,Casa o Departamento,2.0,4.0,257.0,,nan,España,Mallorca,19-09-2020,Booking
Sol,40.4195,-3.70069,Casa o Departamento,1.0,1.0,85.0,07-05-2019,96.0,España,Madrid,10-07-2019,Tripadvisor
L'antiga esquerra de l'eixample,41.38652,2.15903,Habitación privada,2.0,1.0,35.0,15-03-2020,95.0,España,Barcelona,13-06-2020,Agoda
Peñagrande,40.48078,-3.73687,Habitación privada,1.0,3.0,nan,,nan,España,Madrid,19-09-2019,Kayak
Llançà,42.3739,3.15788,Casa o Departamento,1.0,2.0,55.0,,nan,España,Girona,19-02-2019,Expedia
Costitx,39.65417,2.94777,Casa o Departamento,2.0,3.0,76.0,,nan,España,Mallorca,17-02-2019,Airbnb
Manacor,39.52147,3.31347,Casa o Departamento,2.0,3.0,260.0,23-08-2020,93.0,España,Mallorca,21-10-2020,Expedia
Justicia,40.42686,-3.69901,Habitación compartida,1.0,1.0,35.0,,nan,España,Madrid,13-09-2020,Agoda
Alcúdia,39.84161,3.13419,Casa o Departamento,2.0,3.0,91.0,05-02-2020,80.0,España,Mallorca,22-03-2020,Kayak
Lladó,42.25034,2.81497,Casa o Departamento,1.0,3.0,75.0,03-11-2019,98.0,España,Girona,30-11-2019,Kayak
L'antiga esquerra de l'eixample,41.39101,2.15685,Habitación privada,1.0,1.0,100.0,07-05-2018,80.0,España,Barcelona,17-09-2019,Expedia
Justicia,40.42674,-3.70126,Habitación privada,2.0,1.0,16.0,28-09-2020,92.0,España,Madrid,17-10-2020,Homeaway
El barri gòtic,41.37922,2.179,Habitación privada,1.0,1.0,49.0,,nan,España,Barcelona,10-01-2020,Tripadvisor
Palacio,40.41434,-3.71221,Habitación privada,2.0,1.0,30.0,,nan,España,Madrid,17-10-2020,Booking
La dreta de l'eixample,41.3941538428432,2.1604177049210325,Habitación privada,1.0,1.0,32.0,25-11-2016,80.0,España,Barcelona,09-02-2017,Agoda
El barri gòtic,41.38089135802844,2.17823147281616,Habitación privada,1.0,1.0,50.0,07-01-2017,85.0,España,Barcelona,09-02-2017,Flipkey
El parc i la llacuna del poblenou,41.39439085138043,2.192581748969029,Casa o Departamento,1.0,1.0,131.0,18-11-2018,80.0,España,Barcelona,10-12-2018,Flipkey
Bolvir,42.41844,1.87876,Casa o Departamento,2.0,2.0,170.0,04-11-2018,100.0,España,Girona,30-04-2020,Expedia
Centro,36.72233931253829,-4.421495302375203,Casa o Departamento,1.0,1.0,70.0,,nan,España,Malaga,31-07-2018,Tripadvisor
El camp de l'arpa del clot,41.41218,2.17985,Casa o Departamento,1.0,2.0,50.0,26-08-2017,89.0,España,Barcelona,14-05-2019,Expedia
El poble sec,41.3738,2.1626,Casa o Departamento,2.0,2.0,120.0,12-01-2020,93.0,España,Barcelona,06-11-2020,Homeaway
Santanyí,39.32998,3.1467,Habitación de hotel,1.0,1.0,105.0,23-09-2019,98.0,España,Mallorca,31-12-2019,Tripadvisor
La vila de gràcia,41.40126024593142,2.1606780650984163,Habitación privada,1.0,1.0,50.0,31-05-2017,97.0,España,Barcelona,06-07-2017,Expedia
Lloret de mar,41.69688,2.82561,Casa o Departamento,1.0,1.0,26.0,22-09-2019,90.0,España,Girona,30-09-2019,Airbnb
"Sant pere, santa caterina i la ribera",41.38379,2.18481,Casa o Departamento,1.0,2.0,80.0,,nan,España,Barcelona,12-08-2019,Flipkey
Palacio,40.41189043951946,-3.713338846426873,Casa o Departamento,2.0,2.0,180.0,,nan,España,Madrid,10-07-2018,Expedia
Embajadores,40.40908,-3.70799,Casa o Departamento,1.0,3.0,100.0,27-08-2019,92.0,España,Madrid,14-05-2020,Booking
Llucmajor,39.50261,2.91765,Casa o Departamento,1.0,1.0,79.0,,nan,España,Mallorca,17-02-2019,Booking
San vicente,37.39506,-5.99866,Casa o Departamento,1.0,1.0,80.0,30-09-2018,96.0,España,Sevilla,18-02-2019,Agoda
El besòs i el maresme,41.41672,2.21139,Casa o Departamento,1.0,3.0,350.0,06-10-2019,85.0,España,Barcelona,09-11-2019,Expedia
La vila de gràcia,41.40311,2.1603,Casa o Departamento,1.0,2.0,39.0,24-08-2020,85.0,España,Barcelona,06-11-2020,Kayak
Sant antoni,41.37771,2.16425,Casa o Departamento,2.0,2.0,85.0,,nan,España,Barcelona,14-05-2019,Flipkey
Sant martí de provençals,41.41920531598952,2.201581316786956,Habitación privada,1.0,1.0,46.0,17-06-2018,88.0,España,Barcelona,14-08-2018,Kayak
Este,36.72799,-4.38289,Casa o Departamento,2.0,1.0,120.0,17-08-2019,95.0,España,Malaga,31-10-2019,Tripadvisor
Pollença,39.86768,3.05964,Casa o Departamento,6.0,6.0,292.0,16-09-2018,90.0,España,Mallorca,25-03-2019,Airbnb
Sant feliu de guíxols,41.78678,3.04104,Casa o Departamento,1.0,2.0,75.0,29-08-2019,92.0,España,Girona,30-10-2019,Expedia
L'antiga esquerra de l'eixample,41.38573481819879,2.159600433192248,Habitación privada,2.0,1.0,60.0,28-02-2017,90.0,España,Barcelona,08-04-2017,Kayak
El raval,41.3805,2.16832,Casa o Departamento,1.0,1.0,49.0,01-10-2019,100.0,España,Barcelona,16-10-2019,Homeaway
Alcúdia,39.86049,3.15261,Casa o Departamento,2.0,4.0,144.0,,nan,España,Mallorca,25-07-2019,Agoda
Blanes,41.67551,2.79026,Casa o Departamento,1.0,3.0,125.0,02-08-2018,100.0,España,Girona,29-04-2019,Booking
Delicias,40.39944,-3.6965,Casa o Departamento,1.0,1.0,50.0,02-04-2019,98.0,España,Madrid,11-04-2019,Tripadvisor
La vila de gràcia,41.39953867201142,2.159318439321176,Habitación privada,1.0,1.0,20.0,,nan,España,Barcelona,06-07-2017,Kayak
Sant antoni,41.37874,2.15929,Habitación privada,1.0,1.0,46.0,21-03-2017,100.0,España,Barcelona,12-10-2020,Homeaway
Alcúdia,39.86427,3.13677,Casa o Departamento,2.0,4.0,206.0,,nan,España,Mallorca,31-08-2019,Expedia
Castilla,40.46876,-3.68691,Casa o Departamento,1.0,1.0,60.0,09-12-2019,78.0,España,Madrid,10-12-2019,Expedia
Ciutat de les arts i de les ciencies,39.45585,-0.36007,Casa o Departamento,2.0,3.0,65.0,19-07-2020,99.0,España,Valencia,30-08-2020,Flipkey
El barri gòtic,41.38055400900488,2.175380156622676,Casa o Departamento,1.0,1.0,100.0,,nan,España,Barcelona,10-07-2018,Homeaway
El camp de l'arpa del clot,41.40890230290237,2.184927302354676,Habitación privada,1.0,1.0,75.0,29-08-2017,100.0,España,Barcelona,13-11-2017,Homeaway
La dreta de l'eixample,41.40025,2.16446,Casa o Departamento,1.0,1.0,70.0,24-06-2019,85.0,España,Barcelona,12-01-2021,Kayak
Embajadores,40.4107,-3.70465,Casa o Departamento,2.0,3.0,84.0,,nan,España,Madrid,09-11-2019,Expedia
Cabanyal-canyamelar,39.46895,-0.32945,Casa o Departamento,2.0,3.0,110.0,18-08-2020,92.0,España,Valencia,10-11-2020,Booking
Tossa de mar,41.71807,2.90587,Casa o Departamento,1.0,2.0,165.0,,nan,España,Girona,29-05-2019,Tripadvisor
El poble sec,41.374376959914144,2.166003626920741,Habitación privada,1.0,1.0,20.0,09-11-2016,100.0,España,Barcelona,14-01-2019,Agoda
Felanitx,39.43529,3.14933,Casa o Departamento,3.0,2.0,185.0,27-10-2016,97.0,España,Mallorca,29-02-2020,Booking
Alcúdia,39.84456,3.07313,Casa o Departamento,3.0,3.0,74.0,25-09-2018,100.0,España,Mallorca,31-08-2019,Airbnb
El raval,41.38143713757045,2.1650416126857026,Habitación privada,1.0,1.0,35.0,,nan,España,Barcelona,04-01-2017,Tripadvisor
Carretera de cadiz,36.68693883606945,-4.4476877838451125,Casa o Departamento,1.0,3.0,32.0,21-09-2015,80.0,España,Malaga,29-09-2018,Booking
Ses salines,39.32225,3.00258,Casa o Departamento,2.0,4.0,165.0,,nan,España,Mallorca,28-05-2020,Agoda
"Encarnación, regina",37.39272,-5.99005,Casa o Departamento,2.0,2.0,69.0,31-03-2019,80.0,España,Sevilla,30-09-2019,Expedia
Felanitx,39.46316,3.18253,Casa o Departamento,3.0,4.0,104.0,,nan,España,Mallorca,28-11-2019,Flipkey
Son servera,39.60667,3.38896,Casa o Departamento,1.0,2.0,102.0,28-08-2020,100.0,España,Mallorca,19-12-2020,Kayak
Pals,41.98332,3.20281,Casa o Departamento,1.0,2.0,120.0,12-03-2018,nan,España,Girona,29-07-2019,Homeaway
Sants - badal,41.37555,2.12565,Casa o Departamento,nan,1.0,32.0,,nan,España,Barcelona,17-07-2020,Tripadvisor
Llançà,42.37336,3.15646,Casa o Departamento,1.0,2.0,91.0,,nan,España,Girona,31-12-2020,Expedia
Palau de santa eulàlia,42.19035170921653,2.955461318731849,Habitación privada,1.0,2.0,105.0,12-08-2018,92.0,España,Girona,28-09-2018,Tripadvisor
Palacio,40.42047388001237,-3.70997811041642,Casa o Departamento,2.0,2.0,172.0,,nan,España,Madrid,11-09-2018,Airbnb
El fort pienc,41.39673764775464,2.1816151793700653,Habitación privada,1.0,1.0,25.0,17-10-2015,60.0,España,Barcelona,06-08-2017,Airbnb
Museo,37.38992,-5.99797,Casa o Departamento,1.0,1.0,218.0,,nan,España,Sevilla,29-10-2020,Tripadvisor
Santa cristina d'aro,41.800614392468574,2.9838793895767903,Casa o Departamento,3.0,6.0,428.0,,nan,España,Girona,31-07-2018,Homeaway
Palafrugell,41.87924,3.1759,Casa o Departamento,1.0,1.0,100.0,10-08-2019,80.0,España,Girona,30-09-2019,Expedia
Castellana,40.43598,-3.68081,Casa o Departamento,1.0,2.0,108.0,29-02-2020,95.0,España,Madrid,14-05-2020,Kayak
La dreta de l'eixample,41.39142614519952,2.16408031323127,Habitación privada,1.0,1.0,48.0,,nan,España,Barcelona,14-05-2018,Flipkey
La nova esquerra de l'eixample,41.37902,2.14666,Casa o Departamento,1.0,3.0,69.0,28-12-2019,79.0,España,Barcelona,16-02-2020,Airbnb
Hostafrancs,41.37581,2.14483,Casa o Departamento,2.0,2.0,59.0,03-08-2019,60.0,España,Barcelona,16-02-2020,Booking
"Sant pere, santa caterina i la ribera",41.39083219701003,2.1797776602586683,Habitación privada,2.0,1.0,25.0,,nan,España,Barcelona,10-10-2018,Airbnb
Sol,40.4173,-3.70504,Casa o Departamento,2.0,3.0,190.0,07-01-2020,99.0,España,Madrid,10-01-2020,Booking
Ciutadella de menorca,40.05099,3.88868,Casa o Departamento,3.0,3.0,125.0,05-05-2019,96.0,España,Menorca,26-03-2020,Airbnb
Almagro,40.43618,-3.6987,Casa o Departamento,2.0,3.0,150.0,,nan,España,Madrid,09-02-2021,Tripadvisor
Carretera de cadiz,36.70889,-4.43174,Habitación privada,1.0,1.0,30.0,27-09-2019,98.0,España,Malaga,30-09-2019,Kayak
Justicia,40.42154592588975,-3.697782934122536,Casa o Departamento,1.0,1.0,97.0,19-03-2018,20.0,España,Madrid,12-04-2018,Kayak
El barri gòtic,41.38180959617409,2.1747645967927496,Habitación privada,1.0,1.0,46.0,03-06-2018,84.0,España,Barcelona,14-01-2019,Flipkey
El poble sec,41.372313409504166,2.16182095386591,Habitación privada,1.0,1.0,52.0,06-10-2017,97.0,España,Barcelona,09-12-2017,Booking
Palma de mallorca,39.57355,2.64929,Habitación de hotel,1.0,1.0,148.0,31-05-2018,100.0,España,Mallorca,29-01-2020,Kayak
La barceloneta,41.37459264116557,2.189060835310328,Habitación privada,1.0,1.0,75.0,,nan,España,Barcelona,06-03-2017,Airbnb
L'antiga esquerra de l'eixample,41.39169,2.1573,Casa o Departamento,nan,3.0,202.0,08-03-2020,93.0,España,Barcelona,17-07-2020,Tripadvisor
Gaztambide,40.43388,-3.71186,Habitación privada,2.0,1.0,14.0,01-01-2017,96.0,España,Madrid,10-01-2020,Flipkey
El putxet i el farró,41.40525,2.14026,Casa o Departamento,2.0,2.0,137.0,29-02-2020,69.0,España,Barcelona,13-06-2020,Expedia
Cortes,40.41369,-3.69946,Habitación de hotel,2.0,2.0,186.0,19-02-2018,90.0,España,Madrid,12-01-2021,Homeaway
Begur,41.96251,3.22917,Casa o Departamento,2.0,4.0,220.0,17-08-2019,91.0,España,Girona,31-08-2019,Expedia
Santa catalina,37.39151881202763,-5.986112543402469,Casa o Departamento,1.0,1.0,60.0,17-12-2018,100.0,España,Sevilla,29-01-2019,Homeaway
Alcúdia,39.81782064215231,3.1087952861844363,Casa o Departamento,2.0,3.0,110.0,21-09-2018,60.0,España,Mallorca,18-12-2018,Homeaway
La vila de gràcia,41.4011,2.15621,Habitación privada,nan,1.0,75.0,,nan,España,Barcelona,24-08-2020,Airbnb
Llucmajor,39.43077,2.74568,Casa o Departamento,2.0,3.0,136.0,,nan,España,Mallorca,23-04-2020,Airbnb
Universidad,40.42061,-3.70164,Casa o Departamento,2.0,3.0,225.0,03-02-2019,90.0,España,Madrid,14-05-2019,Airbnb
Palma de mallorca,39.58106737469296,2.652626920331614,Habitación privada,1.0,1.0,30.0,,nan,España,Mallorca,15-03-2017,Booking
Goya,40.42651947971339,-3.6759326767043135,Casa o Departamento,1.0,1.0,54.0,01-09-2018,40.0,España,Madrid,07-11-2018,Flipkey
Muro,39.81028403728666,3.116494595807408,Casa o Departamento,3.0,3.0,138.0,27-05-2018,100.0,España,Mallorca,18-09-2018,Homeaway
Ventas,40.42969,-3.64747,Habitación privada,2.0,1.0,35.0,03-01-2020,100.0,España,Madrid,12-01-2021,Kayak
Recoletos,40.42484,-3.68145,Casa o Departamento,1.0,1.0,nan,13-12-2019,100.0,España,Madrid,18-02-2020,Expedia
L'illa perduda,39.47034,-0.33935,Casa o Departamento,4.0,4.0,70.0,26-08-2019,90.0,España,Valencia,31-05-2020,Airbnb
Embajadores,40.40830362196024,-3.709944983082528,Casa o Departamento,1.0,2.0,123.0,08-05-2018,100.0,España,Madrid,14-05-2018,Homeaway
Sol,40.41999,-3.70693,Casa o Departamento,1.0,0.0,100.0,26-10-2019,90.0,España,Madrid,10-12-2019,Booking
Vilaür,42.14293,2.9545,Casa o Departamento,3.0,5.0,82.0,03-11-2019,90.0,España,Girona,26-03-2020,Flipkey
El poble sec,41.37413,2.17089,Casa o Departamento,1.0,2.0,58.0,05-03-2019,93.0,España,Barcelona,08-03-2019,Homeaway
Pollença,39.9122,3.08706,Casa o Departamento,2.0,3.0,500.0,,nan,España,Mallorca,11-02-2021,Expedia
Embajadores,40.41146,-3.69746,Casa o Departamento,1.0,1.0,27.0,03-10-2020,95.0,España,Madrid,17-12-2020,Agoda
Llucmajor,39.36184,2.9202,Casa o Departamento,2.0,3.0,133.0,23-10-2020,98.0,España,Mallorca,19-12-2020,Agoda
Universidad,40.42187,-3.70171,Habitación privada,1.0,1.0,65.0,,nan,España,Madrid,11-04-2019,Flipkey
Universidad,40.42479,-3.70896,Casa o Departamento,1.0,2.0,70.0,03-07-2018,95.0,España,Madrid,07-06-2019,Flipkey
Centro,36.73236,-4.41631,Habitación privada,1.0,1.0,75.0,,nan,España,Malaga,31-01-2021,Booking
La vila de gràcia,41.40579848561575,2.160172223789591,Habitación privada,1.0,1.0,50.0,,nan,España,Barcelona,12-04-2018,Agoda
Castell-platja d'aro,41.81329,3.06711,Casa o Departamento,1.0,1.0,110.0,,nan,España,Girona,29-07-2019,Booking
Santa margalida,39.76338,3.14621,Casa o Departamento,1.0,1.0,75.0,09-11-2019,100.0,España,Mallorca,19-09-2020,Airbnb
Castell-platja d'aro,41.81819,3.06873,Casa o Departamento,2.0,2.0,130.0,06-09-2018,90.0,España,Girona,30-03-2019,Agoda
Costitx,39.659260376359775,2.952740560937909,Casa o Departamento,3.0,4.0,100.0,10-08-2018,95.0,España,Mallorca,21-08-2018,Airbnb
La vila de gràcia,41.397735956868594,2.156139192519473,Casa o Departamento,2.0,2.0,240.0,02-07-2017,95.0,España,Barcelona,06-07-2017,Booking
Santanyí,39.37864,3.23136,Habitación privada,1.0,1.0,40.0,,nan,España,Mallorca,28-08-2020,Airbnb
Embajadores,40.40917,-3.70167,Habitación privada,1.0,2.0,28.0,08-03-2020,88.0,España,Madrid,13-06-2020,Airbnb
Costitx,39.66143110946537,2.934715683253237,Casa o Departamento,1.0,1.0,94.0,,nan,España,Mallorca,20-11-2018,Expedia
Carretera de cadiz,36.69847,-4.44439,Casa o Departamento,1.0,3.0,60.0,28-08-2019,96.0,España,Malaga,30-09-2019,Kayak
El barri gòtic,41.3822412895075,2.179637743493828,Habitación privada,1.0,1.0,40.0,13-09-2017,80.0,España,Barcelona,07-10-2017,Agoda
Sant antoni,41.38381,2.16163,Casa o Departamento,2.0,2.0,199.0,01-03-2019,95.0,España,Barcelona,08-03-2019,Homeaway
Pals,41.96932,3.14936,Casa o Departamento,1.0,2.0,129.0,18-10-2019,93.0,España,Girona,28-11-2020,Kayak
Manacor,39.56298,3.17978,Casa o Departamento,1.0,1.0,85.0,07-08-2020,93.0,España,Mallorca,28-08-2020,Flipkey
Cadaqués,42.29091,3.27384,Casa o Departamento,1.0,2.0,110.0,09-12-2018,92.0,España,Girona,19-02-2019,Agoda
Alcúdia,39.85858,3.11655,Casa o Departamento,3.0,4.0,119.0,04-07-2017,90.0,España,Mallorca,21-10-2020,Tripadvisor
Pradolongo,40.38391,-3.71041,Casa o Departamento,1.0,1.0,nan,,nan,España,Madrid,25-08-2020,Flipkey
Embajadores,40.41273,-3.70542,Habitación privada,2.0,1.0,20.0,29-08-2019,87.0,España,Madrid,09-11-2019,Booking
Nueva españa,40.4637,-3.68177,Casa o Departamento,1.0,nan,146.0,04-03-2019,80.0,España,Madrid,13-09-2020,Kayak
Campos,39.36516,2.95118,Casa o Departamento,4.0,4.0,120.0,15-10-2017,95.0,España,Mallorca,19-12-2020,Airbnb
Universidad,40.42808,-3.70355,Casa o Departamento,1.0,2.0,64.0,06-12-2020,85.0,España,Madrid,09-02-2021,Booking
Santanyí,39.32971,3.17138,Casa o Departamento,2.0,4.0,163.0,25-08-2018,100.0,España,Mallorca,25-03-2019,Airbnb
Ullà,42.05999,3.11342,Casa o Departamento,1.0,2.0,100.0,26-08-2018,87.0,España,Girona,30-03-2019,Expedia
Fuente del berro,40.42952,-3.66316,Casa o Departamento,2.0,2.0,60.0,13-03-2019,92.0,España,Madrid,16-10-2019,Booking
Trafalgar,40.429285965257975,-3.7026610929816406,Habitación privada,1.0,1.0,32.0,09-01-2018,95.0,España,Madrid,17-01-2018,Homeaway
La dreta de l'eixample,41.392709271114704,2.172776576269682,Casa o Departamento,2.0,2.0,170.0,11-01-2019,97.0,España,Barcelona,14-01-2019,Homeaway
La dreta de l'eixample,41.39066,2.16618,Casa o Departamento,1.0,2.0,200.0,14-10-2019,97.0,España,Barcelona,09-11-2019,Kayak
Lloret de mar,41.6994,2.84919,Casa o Departamento,1.0,2.0,60.0,24-06-2019,92.0,España,Girona,29-07-2019,Expedia
Castell-platja d'aro,41.79421234141802,3.052315239194534,Casa o Departamento,2.0,3.0,240.0,06-05-2018,nan,España,Girona,31-07-2018,Tripadvisor
Universidad,40.42313,-3.70203,Casa o Departamento,2.0,2.0,125.0,25-07-2020,98.0,España,Madrid,17-10-2020,Tripadvisor
La vila de gràcia,41.39879,2.16127,Casa o Departamento,1.0,1.0,150.0,14-04-2019,71.0,España,Barcelona,12-08-2019,Airbnb
Santa cristina d'aro,41.8133,2.99933,Casa o Departamento,2.0,4.0,97.0,,nan,España,Girona,29-07-2019,Flipkey
Pacífico,40.40485678213859,-3.681135893711945,Habitación privada,1.0,1.0,21.0,03-12-2018,100.0,España,Madrid,10-12-2018,Tripadvisor
Castilla,40.47612,-3.68336,Habitación privada,1.0,1.0,40.0,03-06-2019,99.0,España,Madrid,06-11-2020,Tripadvisor
